,title,description,return,sentiment
3/11/2020 12:51,Markets remain on edge as virus spreads,"US markets slid about 4%, while London's FTSE 100 was more than 1.5% lower.",-4.7,
3/11/2020 12:53,The Dow Is Tumbling Again. Bear Market Here We Come? - Barron's,"The Dow Is Tumbling Again. Bear Market Here We Come? Barron's Dow adds 1,167 points as Trump talks economic initiatives Fox Business U.S. Consumers Just Got a $725 Billion Windfall. Here’s How. Barron's What to Expect After a 2,000-Point Dow Drop TheStreet Wa…",-4.7,
3/11/2020 13:28,NYSE takes steps to keep coronavirus from trading floor: memo,"The New York Stock Exchange is taking steps to separate traders on the floor of its iconic 11 Wall Street building and employees of the NYSE and its parent Intercontinental Exchange Inc , to reduce the risk of spreading coronavirus, according to an internal m…",-4.7,
3/11/2020 13:44,Facebook Has Probably Gone Most Of Its Way Down,"From technical point of view, Facebook is critically undervalued at the moment.The company is balanced in terms of its internal growth.FB is clearly undervalued relative to the main blue chips in Nasdaq.",-4.7,
3/11/2020 13:49,WHO Blasts 'Alarming' Inaction...,"WHO Blasts 'Alarming' Inaction... (Top headline, 15th story, link ) Related stories: TOP DOC: Virus 10 TIMES more lethal than flu... FAUCI: Infections and deaths 'totally dependent upon how we respond'... Most Americans Will Likely Be Exposed... X-rays show t…",-4.7,
3/11/2020 13:51,Coronavirus: Stocks down 4 per cent on Wall Street as stakes rise in pandemic,"Stocks fell from the opening of trading in New York, including a 4.5 per cent loss for the S&P 500. The Dow Jones Industrial Average was down more than 1,200 points.",-4.7,
3/11/2020 14:07,"Dow plunges 1,200 points as Wall Street whiplash continues","The Dow Jones Industrial Average plunged more than 1,200 points, or 4.8%, on Wednesday, as investor anxiety over coronavirus outbreak continues to affect trading. The S&P 500 and Nasdaq also each slipped more than 4% in intraday trading. The steep selloff Wed…",-4.7,
3/11/2020 14:11,TSX and Dow Jones down by nearly 20% since sell-off began last week,Another down day on North American stock markets brought the rolling tally of losses to almost 20 per cent in the U.S. and Canada since the current panic set off by fears of the coronavirus started.,-4.7,
3/11/2020 14:12,"Dow plunges 1,200 points as Wall Street whiplash continues","The Dow Jones Industrial Average plunged more than 1,200 points when markets open Wednesday.",-4.7,
3/11/2020 14:16,"Market Snapshot: Here’s how hard global markets could be hammered by a pandemic, according to UBS","The outbreak of COVID-19 has been declared a pandemic by the World Health Organization, and that likely means more turbulence for global equity benchmarks that have already seen some of the most volatile trade since the 2008 financial crisis.",-4.7,
3/11/2020 14:20,Here's How Large Option Traders Are Playing High-Yield AT&T As Market Falls,"AT&T Inc. (NYSE: T) shares traded lower by 3.7% on Wednesday as the stock market experienced yet another volatile trading session.On Wednesday, a flurry of large AT&T option trades were mixed in nature, suggesting smart money doesn't quite know what to expect…",-4.7,
3/11/2020 14:25,How You Can Use Tax-Gain Harvesting,Robert Brokamp explains tax-gain harvesting and how you can reduce your tax bill.,-4.7,
3/11/2020 15:00,Art's Way Manufacturing Announces Transition Plan In Anticipation Of Retirement By CEO Carrie Gunnerson,"Art's Way Manufacturing Co., Inc. (Nasdaq: ARTW) (the ""Company""), a diversified manufacturer and distributor of equipment serving agricultural, research and steel cutting needs, announces today an anticipated Chief Executive Officer transition from Carrie Gun…",-4.7,
3/11/2020 15:18,Two Must-See Charts on Nasdaq 100 and Crude Oil Futures,"In this edition of ""Charting Futures,"" ElliottWaveTrader's Carolyn Boroden examines Nasdaq 100 and crude oil futures with Bloomberg's Abigail Doolittle on ""Bloomberg Markets: The Close."" (Source: Bloomberg)",-4.7,
3/11/2020 15:18,Dow on brink of bear market as Wall Street whiplash continues - ABC News,"Dow on brink of bear market as Wall Street whiplash continues ABC News Dow drops 1,400 points and tumbles into a bear market, down 20% from last month's record close CNBC Dow plunges more than 1,400 points to close in bear market territory msnNOW What to Expe…",-4.7,
3/11/2020 15:21,"FNKO INVESTOR FILING DEADLINE: Bernstein Liebhard LLP Announces that a Securities Class Action Lawsuit has Been Filed Against Funko, Inc.","Bernstein Liebhard, a nationally acclaimed investor rights law firm, announces that a securities class action has been filed on behalf of investors that purchased or acquired the securities of Funko, Inc. (""Funko"" or the ""Company"") (NASDAQ: FNKO) between Octo…",-4.7,
3/11/2020 15:28,Dow Enters Bear Market as Coronavirus Jitters Trigger Bloodbath - Investing.com,Dow Enters Bear Market as Coronavirus Jitters Trigger Bloodbath Investing.com,-4.7,
3/11/2020 15:31,"Dow Jones Trampled 1,284 Points On Coronavirus Fears; Will ""Stay At Home"" Growth Stocks Win Big In 2020? - Investor's Business Daily","Dow Jones Trampled 1,284 Points On Coronavirus Fears; Will ""Stay At Home"" Growth Stocks Win Big In 2020? Investor's Business Daily View Full Coverage on Google News",-4.7,
3/11/2020 15:35,Dow Jones Down 1500 Points; Netflix Stock Tops Post-Correction Watchlist - Investor's Business Daily,"Dow Jones Down 1500 Points; Netflix Stock Tops Post-Correction Watchlist Investor's Business Daily Dow drops deeper into bear market territory, now down 1,600 points in final hour of trading CNBC Dow, S&P, Nasdaq hit bear market amid heavy selling Fox Busines…",-4.7,
3/11/2020 15:57,Here’s what the Street is saying as S&P 500 crosses bear market line in pandemic shakeout - The Globe and Mail,Here’s what the Street is saying as S&P 500 crosses bear market line in pandemic shakeout The Globe and Mail TSX and Dow Jones down by 20% since sell-off began last week CBC.ca The S&P 500 briefly dipped into bear market territory: Here's what that means CNN …,-4.7,
3/11/2020 16:00,NewsWatch: The Dow is in a bear market: here’s where the S&P 500 and Nasdaq would have to close to join it,The Dow falls into a bear market with Wednesday’s stock-market plunge. The S&P 500 and Nasdaq barely avert it.,-4.7,
3/11/2020 16:01,Compugen Announces Commencement of Public Offering of Ordinary Shares,"Compugen Ltd. (Nasdaq: CGEN), a clinical-stage cancer immunotherapy company and a leader in predictive target discovery, today announced that it has commenced an underwritten public offering, subject to market and other conditions, to issue and sell its ordin…",-4.7,
3/11/2020 16:01,Deep Dive: These U.S. stocks fell the most after the coronavirus was upgraded to a pandemic,Boeing was the worst performer in the Dow after alarming investors by taking action to secure its liquidity.,-4.7,
3/11/2020 16:02,Synlogic to Present at Chardan's Virtual Microbiome Medicines Summit,"Synlogic (Nasdaq: SYBX) announced today that Richard Riese, M.D., Ph.D., Synlogic's chief medical officer, will present at the Chardan Microbiome Medicines Summit at Noon ET on Monday, March 16th, 2020.",-4.7,
3/11/2020 16:04,Here’s Everything We Know About The Trump Administration’s Economic Response To Coronavirus,"“This is not a bailout,” Mnuchin insisted.",-4.7,
3/11/2020 16:05,PDL BioPharma Reports 2019 Fourth Quarter and Full Year Financial Results and Announces Plan to Dissolve the Company by Year-End 2020,"PDL BioPharma, Inc. (""PDL"" or ""the Company"") (Nasdaq: PDLI) provides an update on its strategic plans and reports financial results for the three and twelve months ended December 31, 2019:",-4.7,
3/11/2020 16:22,Wall St. Plunges Into First Bear Market Since Financial Crisis,"Wall Street plunged on Wednesday, with the Dow confirming a bear market for the first time since the 2008 financial crisis.",-4.7,
3/11/2020 16:29,BioLife Solutions Announces Fourth Quarter and Full Year 2019 Financial Results,"BioLife Solutions, Inc. (NASDAQ: BLFS) (""BioLife"" or the ""Company""), a leading developer and supplier of a portfolio of best-in-class bioproduction tools for cell and gene therapies, today reported financial results and operational highlights for the fourth q…",-4.7,
3/11/2020 16:30,PTC Therapeutics Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),"PTC Therapeutics, Inc. (NASDAQ: PTCT) today announced that on March 6, 2020 it approved non-statutory stock options to purchase an aggregate of 103,750 shares of its common stock to 35 new employees. The awards were made pursuant to the NASDAQ inducement gran…",-4.7,
3/11/2020 16:40,Tech stocks follow the market lower as Uber and Lyft drop sharply,"Stocks listed on American exchanges today fell sharply, erasing their Tuesday rebound and adding to their Monday declines. On a day that saw the World Health Organization declare that the spread of COVID-19 has officially become a pandemic, with 4,000 deaths …",-4.7,
3/11/2020 16:40,Tech stocks follow the market lower as Uber and Lyft drop sharply,"Stocks listed on American exchanges today fell sharply, erasing their Tuesday rebound and adding to their Monday declines. On a day that saw the World Health Organization declare that the spread of COVID-19 has officially become a pandemic, with 4,000 deaths …",-4.7,
3/11/2020 16:41,Emmis acquires sound masking business - WISHTV.com,Indianapolis-based Emmis Communications Corp. (Nasdaq: EMMS) has acquired the sound masking business of Lencore Acoustics Corp. in New York.,-4.7,
3/11/2020 16:56,"Warren Buffett says coronavirus, oil drop hit to stocks not as bad as 1987, 2008 - Fox Business","Warren Buffett says coronavirus, oil drop hit to stocks not as bad as 1987, 2008 Fox Business",-4.7,
3/11/2020 17:04,"Coronavirus, producer prices, Slack earnings: What to know in markets Thursday","While the spread of the coronavirus remains top of mind for investors, a trickle of corporate earnings results and new economic data releases will also receive some attention Thursday.",-4.7,
3/11/2020 17:28,"Bear Market: Dow Drops Over 1,400 Points, Ending Longest Bull Market In U.S. History",The Dow has now fallen over 20% from last month’s record high.,-4.7,
3/11/2020 17:31,Why Mattel Stock Fell 11% Today,Who has time to think about toys when the sky is falling?,-4.7,
3/11/2020 17:44,TSX crosses into bear market territory after COVID-19 declared a pandemic - CTV News,TSX crosses into bear market territory after COVID-19 declared a pandemic CTV News 3 TSX Stocks to AVOID During This Market Panic! The Motley Fool Canada Western Canada: Oil price crash sends Alberta’s economy back into crisis The Globe and Mail North America…,-4.7,
3/11/2020 17:56,"Stock Market Wrap-Up: Norwegian, Royal Caribbean Lead Cruise Operators Lower",Markets plunged again on Wednesday.,-4.7,
3/11/2020 17:59,Peoples Financial Services Corp. Announces Revision to 2019 Earnings,"Peoples Financial Services Corp. (""Peoples"") (NASDAQ: PFIS), the bank holding company for Peoples Security Bank and Trust Company, is issuing this press release to report revised unaudited net income for the year ended December 31, 2019. The unaudited results…",-4.7,
3/11/2020 18:41,"As S&P 500 selloff approaches 20%, what next?",Fear about the coronavirus has pulled the S&P 500 down nearly 20% from its record high. So what?,-4.7,
3/11/2020 19:22,"Why Pinterest, Shopify, and Square Stocks Fell Again","Growth stocks were mauled on Wednesday, and none of these growth stock gems were spared.",-4.7,
3/11/2020 19:50,"AcelRx to Announce Fourth Quarter 2019 Results on Monday, March 16th, 2020","AcelRx Pharmaceuticals, Inc. (Nasdaq: ACRX), a specialty pharmaceutical company, today announced that it will release fourth quarter and annual financial results before market open on Monday, March 16, 2020. AcelRx management will host a live webcast and conf…",-4.7,
3/11/2020 20:04,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Cronos Group (CRON) Investors with $100K+ Losses to Contact its Attorneys: Securities Fraud Class Action Filed","Hagens Berman urges investors in Cronos Group Inc. (NASDAQ: CRON) who have suffered significant losses in excess of $100,000 to submit their losses now. A securities fraud class action has been filed and certain investors may have valuable claims.",-4.7,
3/11/2020 20:32,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Urges Inovio Pharmaceuticals (INO) Investors Who Have Suffered Significant Losses to Contact its Attorneys: Firm Investigating Possible Securities Fraud","Hagens Berman urges Inovio Pharmaceuticals, Inc. (NASDAQ: INO) investors who have suffered significant losses to submit their losses now. The firm is investigating possible securities law violations.",-4.7,
3/11/2020 20:38,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Funko, Inc. (FNKO) Investors Who Have Suffered Losses to Contact its Attorneys: Securities Fraud Class Action Filed","Hagens Berman urges investors in Funko, Inc. (NASDAQ: FNKO) who have suffered significant losses to submit their losses now. A securities fraud class action has been filed against the Company and certain investors may have valuable claims.",-4.7,
3/11/2020 20:44,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Allakos (ALLK) Investors with Who Have Suffered Losses to Contact Its Attorneys: Securities Fraud Class Action Filed",Hagens Berman urges Allakos Inc. (NASDAQ: ALLK) investors who have suffered significant losses to submit their losses now. A securities fraud class action has been filed against the Company and certain investors may have valuable claims.,-4.7,
3/11/2020 21:06,"Pa., NJ coronavirus cases spread as campuses shut down and officials urge limited contact - The Philadelphia Inquirer","Pa., NJ coronavirus cases spread as campuses shut down and officials urge limited contact The Philadelphia Inquirer Pennsylvania has 14 presumptive, 2 confirmed coronavirus cases wgaltv Levine: Statewide cases of COVID-19 climb to 16, two confirmed by the CDC…",-4.7,
3/11/2020 21:26,Trump offering coronavirus relief for small businesses through $50B aid package - Fox Business,Trump sought to reassure investors and the American public as the coronavirus outbreak worsens.,-4.7,
3/11/2020 21:36,Stock market news live: Stock futures slump after Trump declares Europe travel ban,Panic-driven selling has dragged blue-chip stocks into bear market territory.,-4.7,
3/11/2020 21:41,"INVESTOR ALERT: Kaskela Law LLC Announces Shareholder Class Action Lawsuit Against Cronos Group, Inc. (CRON) and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm","Kaskela Law LLC announces that a shareholder class action lawsuit has been filed against Cronos Group, Inc. (""Cronos"" or the ""Company"") (NASDAQ: CRON) on behalf of investors who purchased shares of the Company's stock between May 9, 2019, and March 2, 2020, i…",-4.7,
3/11/2020 21:54,Trump is suspending all flights from Europe to the US to fight coronavirus,The ban does not extend to the UK.,-4.7,
3/11/2020 22:41,Coronavirus: Asian stocks fall as US imposes EU travel ban,The announcement by Donald Trump comes after the World Health Organization declared the outbreak a pandemic.,-4.7,
3/11/2020 22:58,"In a few hours, coronavirus came for European travel, the NBA, and Tom Hanks","If Americans didn't already think it was getting real—well, it is now.",-4.7,
3/10/2020 0:06,Brutal Day for the Markets a Sign of Things to Come,Johannes Eisele/Getty OPEC+ ’s announcement of a price war and escalating concerns about the new coronavirus set off such severe declines in the stock markets that trading on the New York Stock Exchange was halted for 15 minutes on Monday morning just after 9…,4.95,
3/10/2020 3:00,ChipMOS REPORTS FOURTH QUARTER AND FULL YEAR 2019 RESULTS,"ChipMOS TECHNOLOGIES INC. (""ChipMOS"" or the ""Company"") (Taiwan Stock Exchange: 8150 and NASDAQ: IMOS), an industry leading provider of outsourced semiconductor assembly and test services (""OSAT""), today reported unaudited consolidated financial results for th…",4.95,
3/10/2020 3:07,The Oil Price Collapse Will Do Very Little To Help Struggling Airlines Suffering From A Coronavirus Demand Slump,With the sharpest drop off in oil prices since the Gulf War in 1991 airlines are mostly hedged on fuel except for U.S. carriers. American Airlines hedges none of it's fuel and meanwhile Cathay Pacific has now grounded 75% of its fleet.,4.95,
3/10/2020 4:08,Saint-Gobain Divests Part Of Glass Transformation Business In Germany - Nasdaq,"(RTTNews) - French building materials firm Saint-Gobain SA (CODGF.PK) announced Tuesday that it has sold part of its glass transformation business Glassolutions in Germany to DIK Deutsche Industriekapital GmbH, a Berlin-based investment firm.",4.95,
3/10/2020 4:18,First Liver Cancer Patient Dosed in the MIV-818 Phase Ib Study,"Medivir AB (Nasdaq Stockholm: MVIR) today announced that the first patient with advanced liver cancer has been dosed in the phase Ib study of MIV-818. The MIV-818 phase I study (NCT03781934) consists of two parts: (i) the already completed phase Ia, which was…",4.95,
3/10/2020 5:13,Stocks steady after Monday's free fall,"Asian markets, Wall Street futures and oil prices were recovering somewhat from rout",4.95,
3/10/2020 5:51,Stock Market Crash 2020: Everything You Need to Know,"With all three major U.S. indexes logging their worst declines since 2008, here's the pertinent info all investors should know.",4.95,
3/10/2020 6:00,JMU Receives NASDAQ Notice Regarding Minimum Bid Requirements,"JMU Limited (the ""Company"") (Nasdaq: MFH) today announced that the Company had received a notice from the NASDAQ Stock Market LLC (""NASDAQ""), dated March 2, 2020, notifying that, the Company is currently not in compliance with the minimum bid price requiremen…",4.95,
3/10/2020 6:38,Stock futures rebound as stimulus hopes calm recession worries,"U.S. stock index futures rose more than 4% on Tuesday, rebounding from a 7% slump a day earlier, as hopes of coordinated policy action soothed investor nerves over a global recession fueled by the coronavirus epidemic.",4.95,
3/10/2020 6:38,Wall Street advances as stimulus hopes calm recession fears,"Wall Street reversed course on Tuesday, pulling back from the brink of bear market confirmation as bargain hunting and stimulus hopes calmed investors' fears of recession and uncertainties surrounding the coronavirus. All three major indexes advanced the day …",4.95,
3/10/2020 6:40,"10 things you need to know today: March 10, 2020","1. President Trump on Monday proposed a payroll tax cut and other policies to stimulate the economy as the coronavirus outbreak damages global supply chains and financial markets. Trump said the measures, including support for hourly workers and the travel in…",4.95,
3/10/2020 6:45,"Asian stocks steady after plunge on virus, oil crash - SF Gate",BEIJING (AP) - Asian stock markets rebounded Tuesday from record-setting declines after U.S. futures rose following President Donald Trump's announcement he would ask Congress for a tax cut and other measures to ease the pain of the spreading coronavirus outb…,4.95,
3/10/2020 6:55,"'Just a plaster on a deep wound': Stocks, oil, and bond yields rebound after Trump teases coronavirus relief","Stocks, oil, and bond yields rallied on Tuesday after President Donald Trump teased ""very substantial relief"" in response to the coronavirus threat. The measures could include support for the most affected industries, a payroll-tax cut, help for hourly wage e…",4.95,
3/10/2020 7:30,Moleculin Announces Dr. Hongbo Zhai Joins Science Advisory Board,"Moleculin Biotech, Inc., (Nasdaq: MBRX) (""Moleculin"" or the ""Company""), a clinical stage pharmaceutical company with a broad portfolio of drug candidates targeting highly resistant tumors, announced that Dr. Hongbo Zhai, former Senior Faculty and Supervisor o…",4.95,
3/10/2020 7:30,Correvio Partners with Hong Kong Teson Pharma Limited for the Commercialization of Aggrastat® in China,"Correvio Pharma Corp. (NASDAQ: CORV) (TSX: CORV), a specialty pharmaceutical company focused on commercializing hospital drugs, and Hong Kong Teson Pharma Limited (Teson), a privately-held pharmaceutical company, today announced that Correvio International Sà…",4.95,
3/10/2020 7:30,Health Insurance Innovations (HIIQ) Q4 2019 Earnings Call Transcript,"HIIQ earnings call for the period ending December 31, 2019.",4.95,
3/10/2020 7:45,Arym Diamond Joins CalAmp As Chief Revenue Officer Bringing SaaS Expertise,"CalAmp (Nasdaq: CAMP), a global technology solutions pioneer transforming the mobile connected economy, today announced Arym Diamond joined the company as senior vice president and chief revenue officer, bringing over 20 years of SaaS experience in the enterp…",4.95,
3/10/2020 7:57,Market Extra: Dow futures soared nearly 5% and knocked on the door of ‘limit up’ trading rules Tuesday—here’s how that works,"U.S. stocks have been experiencing some of the most volatile trade in recent memory and that trend appears to be continuing into Tuesday morning, action as the three main stock-index futures were flirting with a so-called 5% limit-up volatility rule.",4.95,
3/10/2020 8:00,WW Chief Digital Officer Michael Lysaght To Head Newly Structured Product And Technology Teams,"WW International, Inc. (NASDAQ: WW), a global wellness company powered by the world's leading commercial weight management program, announced today that as part of its continued focus on attracting top talent to catapult its digital innovation, the company ha…",4.95,
3/10/2020 8:00,Jack Henry & Associates Launches Core-Integrated Accounts Receivable Financing,"Jack Henry & Associates, Inc. (NASDAQ: JKHY) is a leading provider of technology solutions and payment processing services primarily for the financial services industry. Today the company announced that BusinessManager® has been fully integrated into the Silv…",4.95,
3/10/2020 8:05,Prospectus for Electrolux Professional AB (publ) Published,"AB Electrolux (publ) (""Electrolux"") subsidiary, Electrolux Professional AB (publ) (""Electrolux Professional"") has prepared a prospectus regarding the admission to trading of the company's shares of Series A and shares of Series B on Nasdaq Stockholm. Estimate…",4.95,
3/10/2020 8:33,Randomized Controlled Trial Results Published in 'Spine' Demonstrate Efficacy of NuVasive Attrax® Putty in Posterolateral Lumbar Fusion,"NuVasive, Inc. (NASDAQ: NUVA), the leader in spine technology innovation, focused on transforming spine surgery with minimally disruptive, procedurally integrated solutions, today announced the results of the study ""Efficacy of a Standalone Microporous Cerami…",4.95,
3/10/2020 8:33,U.S. airlines set to rally amid dramatic adjustments - Seeking Alpha,"<ul> <li>Delta Air Lines (NYSE:<a href='https://seekingalpha.com/symbol/DAL' title='Delta Air Lines, Inc.'>DAL</a>), United Airlines (NASDAQ:<a href='https://seekingalpha.com/symbol/UAL' title='United Airlines Holdings, Inc.'>UAL</a>) and American Airlines (N…",4.95,
3/10/2020 9:00,Supermicro Unveils MegaDC Servers - The First Commercial Off The Shelf (COTS) Systems Designed Exclusively for Hyperscale Datacenters,"Super Micro Computer, Inc. (Nasdaq: SMCI), a global leader in enterprise computing, storage, networking solutions and green computing technology, today launched its new MegaDC line of servers – the industry's first COTS systems designed exclusively for large …",4.95,
3/10/2020 9:00,Supermicro Unveils MegaDC Servers - The First Commercial Off The Shelf (COTS) Systems Designed Exclusively for Hyperscale Datacenters,"Super Micro Computer, Inc. (Nasdaq: SMCI), a global leader in enterprise computing, storage, networking solutions and green computing technology, today launched its new MegaDC line of servers – the industry's first COTS systems designed exclusively for large …",4.95,
3/10/2020 9:00,Qualcomm Increases Quarterly Dividend by 5 Percent,Qualcomm Incorporated (NASDAQ: QCOM) today announced that its Board of Directors has approved a 5 percent increase in the Company's quarterly cash dividend. The quarterly cash dividend will increase from $0.62 to $0.65 per share of common stock and will be ef…,4.95,
3/10/2020 9:07,"Dow Jones Today, Futures Rise As Oil Prices, Stocks Rebound; Cypress Soars On Regulator Approval - Investor's Business Daily","Dow Jones Today, Futures Rise As Oil Prices, Stocks Rebound; Cypress Soars On Regulator Approval Investor's Business Daily View Full Coverage on Google News",4.95,
3/10/2020 9:14,First QS-21 Royalty Payment Due to Agenus is Triggered,"Agenus Inc. (NASDAQ: AGEN), an immuno-oncology company with an extensive pipeline of agents designed to activate immune response to cancers, announced the triggering of a $15.1M milestone payment from HealthCare Royalty Partners (HCR) based on net sales of Gl…",4.95,
3/10/2020 9:18,Fifth Third Long -Term Investor Alert: Johnson Fistel Investigates Fifth Third Bancorp Following Suit Filed by Consumer Financial Protection Bureau,"Shareholder Rights Law Firm Johnson Fistel, LLP, is investigating potential claims against Fifth Third Bancorp (""Fifth Third"" or the ""Company"") (NASDAQ: FITB) for violations of federal securities laws.",4.95,
3/10/2020 9:20,Cadence Acts As Sole Structuring Consultant And Arranger In $40 Million Securitization,"Cadence Group, Inc., a leading fintech securitization platform, is pleased to announce the closing of a $40-million whole business securitization with FAT Brands Inc. (NASDAQ: FAT), in which Cadence acted as the sole structuring consultant and arranger.",4.95,
3/10/2020 9:29,"Stock Market Attempts To Rebound From Historic Plunge, As Trump Promises Financial Stimulus","After brutal losses on Monday, investors are hoping for coordinated policy action to mitigate the economic downturn from the coronavirus.",4.95,
3/10/2020 9:35,Live updates: Stocks roar back after bruising sell-off - The Washington Post,"Live updates: Stocks roar back after bruising sell-off The Washington Post Dow logs biggest point-drop in history as stocks tumble CNN Dow jumps more than 600 points after Wall Street's biggest rout since 2008 CNBC What to Expect After a 2,000-Point Dow Drop …",4.95,
3/10/2020 9:42,"Markets look a bit better today, because hope springs eternal",It appears that the teaser from President Donald Trump’s press conference last night about the steps that the U.S. government might take to soften the economic blow of a more severe response from the COVID-19 outbreak in the U.S. has had the desired effect. A…,4.95,
3/10/2020 9:42,"Markets look a bit better today, because hope springs eternal",It appears that the teaser from President Donald Trump's press conference last night about the steps that the U.S. government might take to soften the economic blow of a more severe response from the COVID-19 outbreak in the U.S. has had the desired effect. A…,4.95,
3/10/2020 9:46,Dow spikes 800 points on hopes of economic relief amid coronavirus outbreak,The rally Tuesday comes after a major rout for U.S. financial markets on Monday.,4.95,
3/10/2020 9:53,How can I protect my 401(k) from a coronavirus-driven market downturn?,"The first step: Stay calm, volatility is normal",4.95,
3/10/2020 10:00,Lincoln Tech Celebrates 100th Graduate from Hussmann Partnership Program,"Lincoln Educational Services Corporation (NASDAQ: LINC), a national leader in specialized automotive and skilled trades career training, announced the most recent class of graduates from a unique Hussmann training program that included the 100th student to co…",4.95,
3/10/2020 10:00,Lincoln Tech Celebrates 100th Graduate from Hussmann Partnership Program - The Trentonian,"WEST ORANGE, N.J., March 10, 2020 /PRNewswire/ -- Lincoln Educational Services Corporation (NASDAQ: LINC), a national leader in specialized automotive and skilled trades career training, announced the most recent class",4.95,
3/10/2020 10:06,Stocks surge on Wall Street following worst day since 2008 - Business News - Castanet.net,"Stocks surge on Wall Street following worst day since 2008 - Business News Castanet.net Dow rallies more than 1,100 points in a wild session, halves losses from Monday's sell-off CNBC Stocks - Wall Street Rebounds on Trump Stimulus Following Worst Rout Since …",4.95,
3/10/2020 10:15,Stocks rebound after Wall Street's worst day in 12 years,"Expectations for fiscal stimulus from Washington is boosting financial markets, but can't erase Monday's plunge.",4.95,
3/10/2020 10:30,BioHiTech Global Receives Initial Purchase Orders for Its Revolution Series Digesters Totaling over $1.5 Million,"BioHiTech Global, Inc. (""BioHiTech"" or the ""Company"") (NASDAQ: BHTG), a technology and services company that provides cost-effective and sustainable waste management solutions, announced today that the Company has received initial purchase orders for its Revo…",4.95,
3/10/2020 10:30,"Distinguished Private University Achieves 273% ROI, Increases Funds Raised by Nearly $50 Million with Blackbaud CRM™","Blackbaud (NASDAQ: BLKB), the world's leading cloud software company powering social good, today released the results of a commissioned Total Economic Impact™ (TEI)1 study conducted by Forrester Consulting detailing the cost savings and business benefits that…",4.95,
3/10/2020 10:33,Coronavirus will wreak havoc on Tesla this spring but the pain will end: top analyst,"The bulls would be wise to stick with Tesla, says Dan Ives of Wedbush Securities.",4.95,
3/10/2020 10:35,"Investors trust Trump’s two ‘magic words,’ and now it’s time to nibble on stocks",The president said he will institute ‘very dramatic’ actions to support the economy.,4.95,
3/10/2020 10:38,Key Words: El-Erian says stock market still hasn’t bottomed and ‘incredibly choppy’ trade still lies ahead,"The stock market’s biggest one-day plunge since 2008 probably didn’t establish a bottom, says economist Mohamed El-Erian, who warned investors early last month that the global coronavirus outbreak could end the market’s longstanding “buy-the-dip” dynamic.",4.95,
3/10/2020 10:42,The Tell: Picking up the pieces after ‘the worst day of our investment lives’,"Monday’s session was bad, but how bad? “For most of us,” Ritholtz Wealth Management analyst Nick Maggiulli says, it was “the worst day of our investment lives.” Yes, that bad.",4.95,
3/10/2020 11:01,One-Year Anniversary Of Whitney Tilson's $100 Tesla Call,"A little over a year ago, on March 4, 2019, Whitney Tilson made a very bold call on Tesla Inc (NASDAQ: TSLA). At the time, Tesla shares were trading at around $295, but Tilson predicted that by the end of the year they would be below $100. Instead, one year l…",4.95,
3/10/2020 11:19,Curetis N.V. Shareholders Approve Planned Business Combination with OpGen - GlobeNewswire,"Key milestone achieved supporting planned business combination of Curetis Group and OpGenOpGen adjourns Special Meeting to March 30, 2020  GAITHERSBURG,...",4.95,
3/10/2020 11:29,Future FinTech Announces Shanchun Huang as New CEO,"Future FinTech Group Inc. (NASDAQ: FTFT; the ""Company""), a company engages in blockchain based e-commerce, announced that its board of directors appointed Mr. Shanchun Huang (also known as Shawn Shanchun Huang) as the Company's Chief Executive Officer and a d…",4.95,
3/10/2020 11:31,People's United Bank Provides $61 Million Credit Facility for Brightview Senior Living,"People's United Bank, N.A., a subsidiary of People's United Financial, Inc. (NASDAQ: PBCT), announced its Healthcare Finance Division provided a $61 million Credit Facility to Brightview Senior Living (""Brightview""), a privately held real estate development a…",4.95,
3/10/2020 11:46,Stocks pullback as investors digest Trump's ideas to steady economy - Fox Business,Investors are evaluating Trump's economic ideas to combat coronavirus fueled slowdown.,4.95,
3/10/2020 11:55,"Dow sees a nearly 1,000-point swing as coronavirus-induced volatility wages on","The Dow Jones Industrial Average saw a nearly 1,000-point swing during a volatile trading session on Tuesday, as the novel coronavirus continues to send U.S. financial markets reeling. The Dow spiked more than 800 points, or 3%, shortly after markets opened T…",4.95,
3/10/2020 12:05,"MutualFirst Financial, Inc. Receives Necessary Stockholder Approvals for Merger with Northwest Bancshares, Inc.","MutualFirst Financial, Inc. (the ""Company"") (NASDAQ: MFSF) announced today that it received the requisite approvals of its stockholders for the Company's pending merger with Northwest Bancshares, Inc. (""Northwest"") at a special meeting of the Company's stockh…",4.95,
3/10/2020 12:15,"Stock Market News: No Fix for Stitch Fix; United Expects Losses, Cuts CEO Pay",A brief rebound lost steam Tuesday morning.,4.95,
3/10/2020 12:59,Mylan Wins District Court Decision Against Sanofi's Lantus® SoloSTAR® Patent,"Mylan N.V. (NASDAQ: MYL) today announced that the U.S. District Court of New Jersey found the device patent claims (U.S. Patent No. 9,526,844) asserted by Sanofi against Mylan's insulin glargine product not infringed and invalid for lack of written descriptio…",4.95,
